title,genre,synopsis
The Railway Man,"Biography, Drama, Romance","A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him."
Behind Enemy Lines,"Action, Drama, Thriller","A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him."
Da 5 Bloods,"Adventure, Drama, War",Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.
Battle of Britain,"Action, Drama, History","In 1940, the British Royal Air Force fights a desperate battle to prevent the Luftwaffe from gaining air superiority over the English Channel as a prelude to a possible Axis invasion of the U.K."
Seven Years in Tibet,"Adventure, Biography, Drama","True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet."
Sand Castle,"Action, Drama, War","The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction, and horrors of war."
Hamburger Hill,"Action, Drama, Thriller",A very realistic interpretation of one of the bloodiest battles of the Vietnam War.
Kelly's Heroes,"Adventure, Comedy, War",A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
Heartbreak Ridge,"Drama, War","Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway (Clint Eastwood) clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude."
War Machine,"Comedy, Drama, War","An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan."
Waterloo Bridge,"Drama, Romance, War",Myra and Roy meet and fall in love on Waterloo Bridge during an air raid. Their love will be one of the wars unspoken casualties.
Letters from Iwo Jima,"Action, Adventure, Drama","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
Werk ohne Autor,"Biography, Drama, Romance","German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime."
Where Eagles Dare,"Action, Adventure, War","Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on."
Krasnyy prizrak,"Drama, History, Horror","December 30, 1941. In Vyazma ('Vyazemsky cauldron') there is a small group of Soviet soldiers, who are trying to reach their own comrades after having escaped a Nazi encirclement. In the ...                See full summary »"
Beyond Borders,"Adventure, Drama, Romance",The world's cruelty is confronted with the love of two different people who try to save mankind from poverty and war.
Beasts of No Nation,"Drama, War","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
The Aftermath,"Drama, Romance, War","Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house."
Tristan + Isolde,"Action, Drama, Romance",An affair between the second in line to Britain's throne and the princess of the feuding Irish spells doom for the young lovers.
Ayla: The Daughter of War,"Biography, Drama, History","In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »"
'71,"Action, Crime, Drama","In 1971, a young and disoriented British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast."
T-34,"Action, War","SS Panzer Division uses T-34 manned by Soviet POWs as a target in their training field, but the prisoners plot a daring maneuver."
Gettysburg,"Drama, History, War","In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War."
Murphy's War,"Drama, War",A lone survivor from a British naval ship is obsessed with getting revenge on a German U-boat crew that massacred his shipmates in the water.
Khartoum,"Action, Adventure, Drama","In the Sudan, in 1884 to 1885, Egyptian forces led by British General Charles ""Chinese"" Gordon (Charlton Heston) defend Khartoum against an invading Muslim Army led by a religious fanatic, Mohammed Ahmed el Mahdi (Sir Laurence Olivier)."
Timeline,"Action, Adventure, Sci-Fi",A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th-century France before they can escape back to the twenty-first century.
Stalingrad,"Drama, War","The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad."
The Birth of a Nation,"Drama, History, War","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan."
How I Live Now,"Action, Adventure, Drama","An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her."
The Russians Are Coming the Russians Are Coming,"Comedy, War","Without hostile intent, a Soviet submarine runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed."
Shershaah,"Action, Biography, Drama","The story of PVC awardee Indian soldier Capt. Vikram Batra, who shot to fame and became a household name during the Kargil War in 1999."
A Farewell to Arms,"Drama, Romance, War",An American ambulance driver and an English nurse fall in love in Italy during World War I.
The Night of the Generals,"Crime, Drama, Mystery","In 1942, a Polish prostitute and German Agent is murdered in Warsaw. Suspicion falls on three Generals, and Major Grau (Omar Sharif) of German Intelligence seeks justice which ends up taking decades."
Patton,"Biography, Drama, War",The World War II phase of the career of controversial American general George S. Patton.
The Siege of Jadotville,"Action, Drama, History",Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.
Ba bai,"Action, Drama, History","From the acclaimed filmmaker behind Mr. Six comes a riveting war epic. In 1937, eight hundred Chinese soldiers fight under siege from a warehouse in the middle of the Shanghai battlefield, completely surrounded by the Japanese army."
The Best Years of Our Lives,"Drama, Romance, War","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
Zeros and Ones,"Action, Adventure, Drama","An American soldier stationed in Rome with the Vatican blown up, embarks on a hero's journey to uncover and defend against an unknown enemy threatening the entire world."
